sequence	md5	length	database	accession	description	start	end	evalue	post_processed	date	entry	name
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	26322	26410	7.957684	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	13659	13730	6.560157	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF49265	Fibronectin type III	16627	16722	5.93E-24	T	13-03-2023	IPR036116	Fibronectin type III superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	33963	34057	7.4E-10	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF49265	Fibronectin type III	16423	16625	3.6E-41	T	13-03-2023	IPR036116	Fibronectin type III superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	CDD	cd14104	STKc_Titin	32177	32453	0.0	T	13-03-2023	-	-
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	CDD	cd00063	FN3	16425	16518	6.82361E-17	T	13-03-2023	IPR003961	Fibronectin type III
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF49265	Fibronectin type III	18235	18424	1.42E-42	T	13-03-2023	IPR036116	Fibronectin type III superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	24163	24247	2.3E-17	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	31554	31649	5.1E-17	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	21994	22082	2.4E-15	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	19133	19221	7.6E-16	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	14621	14708	2.1E-18	T	13-03-2023	IPR013783	Immunoglobulin-like fold
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	MobiDBLite	mobidb-lite	consensus disorder prediction	10991	11016	-	T	13-03-2023	-	-
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	23368	23463	24.638977	T	13-03-2023	IPR003961	Fibronectin type III
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	CDD	cd00063	FN3	20516	20604	7.40119E-22	T	13-03-2023	IPR003961	Fibronectin type III
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF49265	Fibronectin type III	27495	27690	4.06E-39	T	13-03-2023	IPR036116	Fibronectin type III superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	CDD	cd00063	FN3	20019	20112	6.70643E-19	T	13-03-2023	IPR003961	Fibronectin type III
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	8984	9074	12.985151	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	18833	18924	7.739888	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	17941	18036	24.023611	T	13-03-2023	IPR003961	Fibronectin type III
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	6350	6440	13.0396	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF48726	Immunoglobulin	24161	24256	1.84E-18	T	13-03-2023	IPR036179	Immunoglobulin-like domain superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	19128	19219	7.975834	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF48726	Immunoglobulin	7291	7386	2.78E-23	T	13-03-2023	IPR036179	Immunoglobulin-like domain superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	2078	2167	6.796103	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF49265	Fibronectin type III	21497	21686	7.43E-45	T	13-03-2023	IPR036116	Fibronectin type III superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	9272	9361	14.85457	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF48726	Immunoglobulin	9383	9474	1.7E-20	T	13-03-2023	IPR036179	Immunoglobulin-like domain superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	7668	7756	13.293695	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	MobiDBLite	mobidb-lite	consensus disorder prediction	18716	18743	-	T	13-03-2023	-	-
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF48726	Immunoglobulin	27410	27503	5.75E-14	T	13-03-2023	IPR036179	Immunoglobulin-like domain superfamily
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	28488	28577	8.356977	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	ProSiteProfiles	PS50835	Ig-like domain profile.	34061	34149	12.42251	T	13-03-2023	IPR007110	Immunoglobulin-like domain
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	MobiDBLite	mobidb-lite	consensus disorder prediction	19304	19331	-	T	13-03-2023	-	-
sp|Q8WZ42|TITIN_HUMAN	0d885c1f78642f0ff70c19706e22dcdb	34350	SUPERFAMILY	SSF48726	Immunoglobulin	5602	5701	2.08E-23	T	13-03-2023	IPR036179	Immunoglobulin-like domain superfamily
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	SMART	SM00249	PHD_3	201	247	2.4E-10	T	13-03-2023	IPR001965	Zinc finger, PHD-type
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	SMART	SM00249	PHD_3	310	365	2.0E-4	T	13-03-2023	IPR001965	Zinc finger, PHD-type
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	ProSiteProfiles	PS51805	Extended PHD (ePHD) domain profile.	251	365	40.307922	T	13-03-2023	IPR034732	Extended PHD (ePHD) domain
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	MobiDBLite	mobidb-lite	consensus disorder prediction	361	386	-	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	Pfam	PF13831	PHD-finger	214	247	7.1E-13	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	MobiDBLite	mobidb-lite	consensus disorder prediction	1	52	-	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	MobiDBLite	mobidb-lite	consensus disorder prediction	578	777	-	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	MobiDBLite	mobidb-lite	consensus disorder prediction	111	130	-	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	CDD	cd15705	ePHD_JADE2	254	364	5.83378E-81	T	13-03-2023	IPR039549	JADE2, ePHD domain
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	ProSitePatterns	PS01359	Zinc finger PHD-type signature.	202	246	-	T	13-03-2023	IPR019786	Zinc finger, PHD-type, conserved site
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	189	249	8.7E-18	T	13-03-2023	IPR013083	Zinc finger, RING/FYVE/PHD-type
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	Pfam	PF10513	Enhancer of polycomb-like	14	175	3.9E-6	T	13-03-2023	IPR019542	Enhancer of polycomb-like, N-terminal
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	ProSiteProfiles	PS50016	Zinc finger PHD-type profile.	199	249	9.498899	T	13-03-2023	IPR019787	Zinc finger, PHD-finger
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	MobiDBLite	mobidb-lite	consensus disorder prediction	13	43	-	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	FunFam	G3DSA:3.30.40.10:FF:000030	Protein Jade-1 isoform 1	250	367	4.2E-72	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	Pfam	PF13832	PHD-zinc-finger like domain	253	364	2.9E-31	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	Gene3D	G3DSA:3.30.40.10	Zinc/RING finger domain, C3HC4 (zinc finger)	250	367	8.8E-28	T	13-03-2023	IPR013083	Zinc finger, RING/FYVE/PHD-type
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	CDD	cd15680	PHD_JADE2	201	246	5.76825E-30	T	13-03-2023	IPR039548	JADE2, PHD domain
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	PANTHER	PTHR13793	PHD FINGER PROTEINS	9	512	0.0	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	FunFam	G3DSA:3.30.40.10:FF:000004	Jade family PHD finger 2	189	249	1.3E-36	T	13-03-2023	-	-
sp|Q9NQC1|JADE2_HUMAN	7926f78dd697e9759821e48d24584c40	790	SUPERFAMILY	SSF57903	FYVE/PHD zinc finger	192	261	3.1E-18	T	13-03-2023	IPR011011	Zinc finger, FYVE/PHD-type
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	SMART	SM00220	serkin_6	13	300	2.6E-99	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	FunFam	G3DSA:3.30.200.20:FF:000124	Cyclin-dependent kinase 4	10	102	1.4E-44	T	13-03-2023	-	-
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	9	303	4.59E-92	T	13-03-2023	IPR011009	Protein kinase-like domain superfamily
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	FunFam	G3DSA:1.10.510.10:FF:000205	Cyclin-dependent kinase 6	103	308	7.7E-121	T	13-03-2023	-	-
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	ProSitePatterns	PS00108	Serine/Threonine protein kinases active-site signature.	141	153	-	T	13-03-2023	IPR008271	Serine/threonine-protein kinase, active site
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	CDD	cd07862	STKc_CDK6	11	300	0.0	T	13-03-2023	IPR028788	Cyclin-dependent kinase 6
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	Gene3D	G3DSA:3.30.200.20	Phosphorylase Kinase; domain 1	11	102	9.7E-35	T	13-03-2023	-	-
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	Pfam	PF00069	Protein kinase domain	13	300	1.4E-68	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	ProSiteProfiles	PS50011	Protein kinase domain profile.	13	300	47.028778	T	13-03-2023	IPR000719	Protein kinase domain
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	PANTHER	PTHR24056	CELL DIVISION PROTEIN KINASE	11	301	1.1E-90	T	13-03-2023	-	-
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	ProSitePatterns	PS00107	Protein kinases ATP-binding region signature.	19	43	-	T	13-03-2023	IPR017441	Protein kinase, ATP binding site
sp|Q00534|CDK6_HUMAN	a0bab246e837d91d518adc4b9f800d53	326	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	103	299	3.6E-68	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Pfam	PF00071	Ras family	10	174	3.5E-58	T	13-03-2023	IPR001806	Small GTPase
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	CDD	cd01862	Rab7	9	179	0.0	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	5	182	1.16E-55	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	207	-	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Gene3D	G3DSA:3.40.50.300	-	1	190	1.5E-72	T	13-03-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	ProSiteProfiles	PS51419	small GTPase Rab1 family profile.	4	207	33.136288	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	SMART	SM00174	rho_sub_3	11	176	4.9E-13	T	13-03-2023	IPR001806	Small GTPase
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	ProSiteProfiles	PS51420	small GTPase Rho family profile.	2	173	9.558447	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	SMART	SM00176	ran_sub_2	14	207	1.3E-15	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	FunFam	G3DSA:3.40.50.300:FF:000086	Ras-related small GTPase	1	190	1.9E-116	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Phobius	SIGNAL_PEPTIDE_H_REGION	Hydrophobic region of a signal peptide.	7	15	-	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	10	169	1.3E-27	T	13-03-2023	IPR005225	Small GTP-binding protein domain
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PRINTS	PR00449	Transforming protein P21 ras signature	9	30	2.9E-42	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PRINTS	PR00449	Transforming protein P21 ras signature	32	48	2.9E-42	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PRINTS	PR00449	Transforming protein P21 ras signature	50	72	2.9E-42	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PRINTS	PR00449	Transforming protein P21 ras signature	116	129	2.9E-42	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PRINTS	PR00449	Transforming protein P21 ras signature	151	173	2.9E-42	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	PANTHER	PTHR47981	RAB FAMILY	1	198	1.8E-94	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	SMART	SM00175	rab_sub_5	9	176	1.3E-96	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	ProSiteProfiles	PS51421	small GTPase Ras family profile.	1	207	17.776876	T	13-03-2023	IPR001806	Small GTPase
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Phobius	SIGNAL_PEPTIDE_C_REGION	C-terminal region of a signal peptide.	16	20	-	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	Phobius	SIGNAL_PEPTIDE_N_REGION	N-terminal region of a signal peptide.	1	6	-	T	13-03-2023	-	-
sp|P51149|RAB7A_HUMAN	b30e378a2176b8bd0cee13f4a7dec0f2	207	SMART	SM00173	ras_sub_4	6	176	1.0E-30	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	CDD	cd00992	PDZ_signaling	196	269	6.89757E-14	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	280	298	-	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	1	256	-	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	PANTHER	PTHR12345	SYNTENIN RELATED	1	297	2.8E-104	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	SUPERFAMILY	SSF50156	PDZ domain-like	196	293	1.71E-15	T	13-03-2023	IPR036034	PDZ superfamily
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	SUPERFAMILY	SSF50156	PDZ domain-like	108	207	3.55E-21	T	13-03-2023	IPR036034	PDZ superfamily
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	FunFam	G3DSA:2.30.42.10:FF:000043	Syntenin-1 isoform X1	195	279	4.8E-51	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Gene3D	G3DSA:2.30.42.10	-	195	279	2.6E-43	T	13-03-2023	IPR036034	PDZ superfamily
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Pfam	PF02163	Peptidase family M50	88	206	2.4E-7	T	13-03-2023	IPR008915	Peptidase M50
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Pfam	PF00595	PDZ domain	115	191	4.8E-13	T	13-03-2023	IPR001478	PDZ domain
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Pfam	PF00595	PDZ domain	214	270	9.9E-6	T	13-03-2023	IPR001478	PDZ domain
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Gene3D	G3DSA:2.30.42.10	-	99	194	1.8E-25	T	13-03-2023	IPR036034	PDZ superfamily
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	TMHMM	TMhelix	Region of a membrane-bound protein predicted to be embedded in the membrane.	257	279	-	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	ProSiteProfiles	PS50106	PDZ domain profile.	198	273	11.5212	T	13-03-2023	IPR001478	PDZ domain
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	CDD	cd00992	PDZ_signaling	112	191	2.42342E-19	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	ProSiteProfiles	PS50106	PDZ domain profile.	114	193	14.898	T	13-03-2023	IPR001478	PDZ domain
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	FunFam	G3DSA:2.30.42.10:FF:000065	syntenin-1 isoform X1	99	194	2.3E-56	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	Phobius	TRANSMEMBRANE	Region of a membrane-bound protein predicted to be embedded in the membrane.	257	279	-	T	13-03-2023	-	-
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	SMART	SM00228	pdz_new	123	194	9.6E-15	T	13-03-2023	IPR001478	PDZ domain
sp|O00560|SDCB1_HUMAN	9cc9ce0a8a7fa1cbba68437f7a775825	298	SMART	SM00228	pdz_new	207	273	4.1E-7	T	13-03-2023	IPR001478	PDZ domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR01265	Link module signature	41	53	1.8E-9	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR01265	Link module signature	69	82	1.8E-9	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR01265	Link module signature	86	97	1.8E-9	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR01265	Link module signature	114	123	1.8E-9	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	590	642	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	167	189	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	SignalP_EUK	SignalP-noTM	SignalP-noTM	1	20	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	261	277	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	160	189	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	SUPERFAMILY	SSF56436	C-type lectin-like	21	167	6.59E-53	T	13-03-2023	IPR016187	C-type lectin fold
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the cytoplasm.	672	742	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	261	285	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	SMART	SM00445	LINK_2	30	120	1.0E-42	T	13-03-2023	IPR000538	Link domain
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	MobiDBLite	mobidb-lite	consensus disorder prediction	473	491	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	SIGNAL_PEPTIDE	Signal peptide region	1	20	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	Phobius	NON_CYTOPLASMIC_DOMAIN	Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.	21	649	-	T	13-03-2023	-	-
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	23	42	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	73	93	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	114	134	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	149	168	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	632	651	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
sp|P16070|CD44_HUMAN	f01d08ce2aabbb25c5abfcaf527e501e	742	PRINTS	PR00658	CD44 antigen precursor signature	652	674	2.2E-102	T	13-03-2023	IPR001231	CD44 antigen
